Time;Temp;Height_K;VertSpeed;accel_X;accel_Y;accel_Z;gyro_X;gyro_Y;gyro_Z;Long;Lati;Alt;Sp;SS_flag;Delta_S;;
228282;17,78;-1,31;-0,53;-0,07;0,34;-0,91;-3,66;3,85;1,04;50,72015;53,15022;56,50;0,26;1;230,69;;
228648;17,78;-1,36;-0,56;-0,04;0,18;-1,02;-2,75;-2,01;0,18;50,72015;53,15022;56,30;0,07;1;230,69;;
229015;17,78;-1,39;-0,54;0,03;0,30;-1,07;-10,68;-5,00;-0,55;50,72015;53,15022;56,30;0,07;1;230,69;;
229382;17,77;-1,44;-0,57;-0,15;0,16;-1,22;-3,48;-7,02;39,49;50,72015;53,15022;56,30;0,07;1;230,69;;
229752;17,78;-1,48;-0,54;-0,09;0,09;-1,02;-7,57;-13,92;57,01;50,72015;53,15022;56,00;0,04;1;230,14;;
230119;17,78;-1,47;-0,42;0,00;0,08;-1,02;-15,14;-18,74;34,18;50,72015;53,15022;56,00;0,04;1;230,14;;
230484;17,79;-1,43;-0,30;0,08;0,08;-0,94;15,32;0,00;1,40;50,72015;53,15022;56,00;0,22;1;229,30;;
230851;17,79;-1,42;-0,21;0,21;0,13;-1,00;1,16;-5,00;-3,30;50,72015;53,15022;55,80;0,22;1;229,30;;
231218;17,80;-1,39;-0,13;0,16;0,08;-1,03;-3,30;-4,52;-7,87;50,72015;53,15022;55,80;0,22;1;229,30;;
231586;17,80;-1,37;-0,06;0,16;0,09;-0,99;3,66;-1,40;7,26;50,72015;53,15022;55,80;0,15;1;229,30;;
231953;17,81;-1,35;0,02;0,16;0,10;-0,95;-7,57;-11,72;-2,38;50,72015;53,15022;55,70;0,15;1;229,30;;
232321;17,80;-1,31;0,07;0,13;0,09;-1,12;-9,28;-7,39;0,43;50,72015;53,15022;55,70;0,15;1;229,30;;
232687;17,80;-1,30;0,14;0,12;0,05;-0,99;9,46;1,59;-0,24;50,72014;53,15022;55,40;0,07;1;229,38;;
233054;17,80;-1,30;0,18;0,12;0,11;-1,07;-5,92;14,10;-10,19;50,72014;53,15022;55,40;0,07;1;229,38;;
233420;17,80;-1,30;0,17;0,00;0,06;-1,03;-8,91;-15,63;12,15;50,72014;53,15022;55,40;0,07;1;229,38;;
233803;17,81;-1,26;0,17;0,08;0,07;-1,00;18,74;-14,34;19,04;50,72015;53,15022;55,30;0,01;1;229,30;;
234169;17,81;-1,24;0,18;0,11;0,12;-1,00;8,67;-4,82;-1,59;50,72015;53,15022;55,30;0,01;1;229,30;;
234534;17,81;-1,21;0,18;0,12;0,10;-1,04;-21,67;-9,64;-5,49;50,72014;53,15022;55,30;0,05;1;229,38;;
234901;17,81;-1,17;0,20;0,13;0,09;-1,05;7,20;-5,55;-1,40;50,72014;53,15022;55,10;0,05;1;229,38;;
235267;17,82;-1,13;0,21;0,10;0,15;-1,02;5,55;5,80;2,26;50,72014;53,15022;55,10;0,05;1;229,38;;
235635;17,82;-1,09;0,22;0,14;0,17;-0,94;-7,93;-15,69;-4,27;50,72014;53,15022;54,90;0,08;1;229,38;;
236001;17,82;-1,06;0,23;0,09;0,09;-1,01;13,00;-4,52;5,00;50,72014;53,15022;54,90;0,08;1;229,38;;
236365;17,83;-1,04;0,26;0,13;0,12;-1,01;-11,17;-2,93;1,46;50,72014;53,15022;54,90;0,08;1;229,38;;
236732;17,82;-1,04;0,26;0,13;0,11;-1,03;-13,00;0,49;3,05;50,72014;53,15021;54,70;0,09;1;229,45;;
237097;17,82;-1,06;0,20;0,06;0,08;-1,03;1,10;-1,83;-5,19;50,72014;53,15021;54,70;0,09;1;229,45;;
237467;17,83;-1,07;0,16;0,06;0,04;-1,03;2,93;-5,55;-2,44;50,72014;53,15021;54,70;0,09;1;229,45;;
237833;17,83;-1,05;0,16;0,10;0,08;-1,00;-8,30;-9,40;0,24;50,72014;53,15021;54,50;0,08;1;229,45;;
238198;17,83;-1,00;0,16;0,10;0,06;-1,02;1,10;-2,56;5,80;50,72014;53,15021;54,50;0,08;1;229,45;;
238564;17,84;-1,05;0,08;0,06;0,06;-1,05;-4,94;-8,00;-2,01;50,72014;53,15021;54,50;0,03;1;229,45;;
238929;17,84;-1,08;0,02;0,05;0,03;-1,09;-4,15;-3,85;-3,05;50,72014;53,15021;54,30;0,03;1;229,45;;
239295;17,84;-1,10;-0,04;0,12;0,05;-1,03;7,81;-9,58;-13,85;50,72014;53,15021;54,30;0,03;1;229,45;;
239664;17,84;-1,12;-0,08;0,12;0,05;-1,10;31,80;-32,71;54,38;50,72014;53,15021;54,00;0,02;1;229,45;;
240030;17,85;-1,07;-0,03;0,15;0,23;-0,84;-10,80;5,98;9,52;50,72014;53,15021;54,00;0,02;1;229,45;;
240395;17,85;-1,04;0,02;0,15;0,23;-1,05;-5,00;4,27;17,88;50,72014;53,15021;54,00;0,02;1;229,45;;
240760;17,85;-1,02;0,06;-0,05;0,19;-0,97;-11,41;-3,23;102,91;50,72014;53,15021;53,80;0,10;1;228,90;;
241126;17,85;-0,99;0,06;-0,11;0,11;-1,05;3,54;-4,27;1,71;50,72014;53,15021;53,80;0,10;1;228,90;;
241497;17,83;-0,94;0,07;-0,08;0,08;-0,96;-12,15;-26,73;12,57;50,72014;53,15021;53,80;0,11;1;228,65;;
241862;17,83;-0,92;0,13;-0,08;0,09;-1,02;-0,67;8,36;-3,66;50,72014;53,15021;53,70;0,11;1;228,65;;
242228;17,84;-0,87;0,21;-0,10;0,10;-1,02;11,84;1,65;18,92;50,72014;53,15021;53,70;0,11;1;228,65;;
242594;17,84;-0,81;0,29;-0,16;0,06;-0,90;5,98;6,41;35,64;50,72014;53,15021;53,70;0,09;1;228,65;;
242960;17,83;-0,72;0,40;-0,30;0,22;-0,96;3,85;-7,93;-38,51;50,72014;53,15021;53,70;0,09;1;228,65;;
243329;17,83;-0,70;0,38;-0,18;0,16;-1,04;-4,27;-10,68;6,41;50,72014;53,15021;53,70;0,09;1;228,65;;
243695;17,82;-0,70;0,34;-0,21;0,18;-1,00;-5,07;-16,11;2,62;50,72014;53,15020;53,50;0,08;1;228,65;;
244061;17,81;-0,68;0,34;-0,20;0,09;-1,00;4,88;11,54;17,03;50,72014;53,15020;53,50;0,08;1;228,65;;
244425;17,82;-0,68;0,31;-0,15;0,14;-1,02;-9,03;-25,27;-6,71;50,72014;53,15020;53,50;0,08;1;228,65;;
244792;17,83;-0,66;0,28;-0,14;0,12;-1,06;2,38;-8,24;12,88;50,72014;53,15020;53,30;0,08;1;228,90;;
245160;17,82;-0,67;0,25;-0,08;0,20;-0,98;23,99;11,72;29,42;50,72014;53,15020;53,30;0,08;1;228,90;;
245525;17,82;-0,66;0,20;-0,21;0,24;-0,97;-2,99;-16,72;-26,55;50,72014;53,15020;53,30;0,05;1;228,90;;
245891;17,82;-0,63;0,18;-0,22;0,22;-1,01;-6,53;1,16;-13,92;50,72014;53,15020;53,20;0,05;1;228,90;;
246256;17,83;-0,61;0,11;-0,18;0,22;-0,99;-6,65;-4,33;-1,53;50,72014;53,15020;53,20;0,05;1;228,90;;
246621;17,82;-0,60;0,10;-0,11;0,18;-1,01;-5,55;-2,56;-6,29;50,72014;53,15020;53,00;0,04;1;228,90;;
246986;17,82;-0,60;0,09;-0,13;0,17;-0,91;16,05;-4,82;-12,76;50,72014;53,15020;53,00;0,04;1;228,90;;
247355;17,83;-0,61;0,07;-0,15;0,16;-0,97;-12,33;-1,89;-4,52;50,72014;53,15020;53,00;0,04;1;228,90;;
247721;17,82;-0,60;0,08;-0,12;0,17;-1,03;-7,02;-5,49;12,82;50,72014;53,15020;52,90;0,20;1;228,90;;
248087;17,82;-0,60;0,06;-0,11;0,21;-1,01;2,75;-10,86;-3,66;50,72014;53,15020;52,90;0,20;1;228,90;;
248452;17,82;-0,58;0,09;-0,16;0,22;-1,00;2,32;-11,72;-3,05;50,72014;53,15020;52,90;0,20;1;228,90;;
248818;17,81;-0,54;0,12;-0,09;0,40;-0,94;59,75;9,03;-5,74;50,72014;53,15021;52,80;0,10;1;228,90;;
249197;17,82;-0,57;0,06;-0,22;0,62;-0,70;0,85;-10,19;33,39;50,72014;53,15021;52,80;0,10;1;228,90;;
249562;17,81;-0,60;0,01;-0,16;0,56;-0,86;-29,05;-21,36;0,43;50,72014;53,15021;52,80;0,08;1;228,90;;
249928;17,82;-0,62;-0,02;-0,05;0,43;-0,94;-14,59;-4,58;-5,43;50,72014;53,15021;52,60;0,08;1;228,90;;
250296;17,82;-0,66;-0,06;-0,06;0,39;-0,99;-4,03;-3,66;4,94;50,72014;53,15021;52,60;0,08;1;228,90;;
250660;17,83;-0,69;-0,09;-0,11;0,38;-0,92;8,79;-7,75;-4,21;50,72014;53,15021;52,50;0,05;1;228,65;;
251030;17,83;-0,69;-0,10;-0,12;0,46;-0,90;0,06;-1,46;-1,53;50,72014;53,15021;52,50;0,05;1;228,65;;
251396;17,83;-0,71;-0,11;-0,03;0,40;-0,87;-11,05;-8,00;-24,05;50,72014;53,15021;52,50;0,05;1;228,65;;
251762;17,83;-0,72;-0,15;0,01;0,44;-1,02;-4,33;-0,79;3,91;50,72014;53,15021;52,30;0,23;1;228,65;;
252128;17,82;-0,75;-0,21;-0,13;0,45;-0,91;29,17;-1,28;59,20;50,72014;53,15021;52,30;0,23;1;228,65;;
252494;17,83;-0,76;-0,20;-0,21;0,52;-0,86;10,56;0,06;-10,38;50,72014;53,15020;52,30;0,20;1;228,65;;
252863;17,84;-0,77;-0,17;-0,06;0,62;-0,80;-6,23;-1,04;-18,13;50,72014;53,15020;52,30;0,20;1;228,65;;
253229;17,84;-0,76;-0,14;-0,02;0,58;-0,85;-19,17;-5,25;12,51;50,72014;53,15020;52,30;0,20;1;228,65;;
253594;17,84;-0,76;-0,10;-0,02;0,47;-0,95;-19,47;0,79;-2,26;50,72014;53,15020;52,30;0,09;1;228,65;;
253960;17,84;-0,78;-0,08;0,02;0,43;-0,94;-2,38;-5,31;4,76;50,72014;53,15020;52,20;0,09;1;228,65;;
254325;17,84;-0,76;-0,06;-0,00;0,39;-0,93;-7,63;-22,89;7,51;50,72014;53,15020;52,20;0,09;1;228,65;;
254694;17,84;-0,81;-0,09;-0,06;0,33;-0,97;5,31;-5,00;-1,77;50,72014;53,15020;52,10;0,22;1;228,65;;
255059;17,84;-0,82;-0,10;0,19;0,37;-0,97;-10,19;-21,61;-2,93;50,72014;53,15020;52,10;0,22;1;228,65;;
255425;17,85;-0,86;-0,11;0,17;0,31;-0,96;-23,19;6,90;-20,39;50,72014;53,15020;52,10;0,22;1;228,65;;
255791;17,84;-0,87;-0,10;0,19;0,19;-0,96;-5,13;-5,13;-0,92;50,72014;53,15020;52,10;0,25;1;228,90;;
256156;17,85;-0,88;-0,11;0,04;0,12;-1,10;-5,80;10,74;7,63;50,72014;53,15020;52,10;0,25;1;228,90;;
256525;17,84;-0,87;-0,11;0,04;0,11;-1,08;-13,12;9,89;-20,20;50,72014;53,15020;52,10;0,38;1;228,90;;
256891;17,83;-0,91;-0,15;-0,03;0,06;-1,06;-1,34;-5,00;-7,08;50,72014;53,15020;52,20;0,38;1;228,90;;
257256;17,83;-0,94;-0,16;-0,09;0,08;-1,07;-4,52;-5,25;4,46;50,72014;53,15020;52,20;0,38;1;228,90;;
257622;17,84;-0,94;-0,18;-0,05;0,09;-1,07;2,81;-10,99;5,00;50,72014;53,15020;52,20;0,34;1;228,90;;
257987;17,84;-0,93;-0,13;-0,01;0,15;-1,13;3,23;-7,51;19,59;50,72014;53,15020;52,20;0,34;1;228,90;;
258352;17,84;-0,93;-0,10;-0,04;0,08;-1,00;3,78;-15,99;-2,08;50,72014;53,15020;52,20;0,34;1;228,90;;
258721;17,84;-0,90;-0,04;-0,02;0,13;-1,03;-3,17;-5,92;-13,06;50,72014;53,15020;52,20;0,46;1;228,90;;
259087;17,84;-0,87;-0,00;-0,03;0,02;-1,01;0,55;-8,85;-3,23;50,72014;53,15020;52,20;0,46;1;228,90;;
259453;17,83;-0,84;0,05;0,01;0,10;-1,03;-3,11;2,69;-17,40;50,72014;53,15020;52,20;0,46;1;228,90;;
259819;17,82;-0,82;0,04;0,09;0,02;-1,19;-8,91;20,69;14,77;50,72014;53,15020;52,00;0,14;1;228,90;;
260185;17,82;-0,84;0,07;-0,05;0,13;-0,97;5,92;-5,74;-24,17;50,72014;53,15020;52,00;0,14;1;228,90;;
260554;17,82;-0,83;0,12;0,00;0,11;-1,00;-18,92;-14,65;39,31;50,72014;53,15020;52,00;0,23;1;228,90;;
260920;17,83;-0,84;0,10;0,02;0,00;-1,12;2,38;-14,22;70,43;50,72014;53,15020;51,80;0,23;1;228,90;;
261285;17,83;-0,87;0,06;0,07;0,01;-1,05;2,01;-8,54;53,04;50,72014;53,15020;51,80;0,23;1;228,90;;
261650;17,84;-0,89;0,04;0,01;0,05;-1,07;-6,16;-8,85;9,09;50,72014;53,15020;51,80;0,12;1;228,36;;
262016;17,84;-0,90;0,01;-0,02;0,10;-1,06;37,84;1,83;36,62;50,72014;53,15020;51,80;0,12;1;228,36;;
262383;17,83;-0,91;-0,04;-0,03;0,32;-0,86;17,27;-6,59;-25,15;50,72014;53,15020;51,80;0,12;1;228,36;;
262749;17,82;-0,89;-0,05;-0,02;0,51;-0,88;16,05;2,38;-11,35;50,72014;53,15020;51,90;0,17;1;228,36;;
263114;17,82;-0,84;-0,02;-0,06;0,43;-0,80;-18,55;11,84;-11,66;50,72014;53,15020;51,90;0,17;1;228,36;;
263480;17,81;-0,79;0,05;-0,02;0,47;-0,99;-28,32;-5,37;-11,23;50,72014;53,15020;51,90;0,75;1;228,36;;
263845;17,81;-0,76;0,06;-0,06;0,28;-0,96;-5,62;-6,65;-8,00;50,72014;53,15020;51,80;0,75;1;228,36;;
264227;17,80;-0,74;0,10;-0,10;0,18;-1,06;-20,51;-3,48;3,72;50,72014;53,15020;51,80;0,75;1;228,36;;
264593;17,80;-0,74;0,13;-0,06;0,15;-1,04;3,60;-7,57;2,93;50,72013;53,15020;51,80;0,41;1;228,43;;
264960;17,80;-0,73;0,16;-0,04;0,16;-0,99;-1,46;-8,91;-1,83;50,72013;53,15020;51,90;0,41;1;228,43;;
265326;17,80;-0,73;0,16;-0,03;0,16;-1,03;-10,74;-6,35;-3,17;50,72013;53,15020;51,90;0,41;1;228,43;;
265693;17,79;-0,76;0,15;-0,02;0,13;-1,01;1,53;0,55;-0,06;50,72014;53,15020;51,70;0,34;1;228,36;;
266058;17,79;-0,79;0,10;-0,05;0,07;-1,00;1,28;-10,99;-2,56;50,72014;53,15020;51,70;0,34;1;228,36;;
266428;17,78;-0,85;-0,00;-0,05;0,11;-1,03;-3,48;-4,64;-0,37;50,72014;53,15020;51,70;0,34;1;228,36;;
266796;17,79;-0,87;-0,08;-0,04;0,08;-1,03;1,65;-2,44;-3,36;50,72014;53,15020;51,90;0,26;1;228,36;;
267162;17,80;-0,86;-0,10;-0,05;0,12;-1,03;2,26;-2,93;2,14;50,72014;53,15020;51,90;0,26;1;228,36;;
267528;17,80;-0,86;-0,12;-0,05;0,10;-1,03;-1,28;-5,00;-2,75;50,72013;53,15020;51,90;0,10;1;228,43;;
267897;17,81;-0,89;-0,15;-0,04;0,14;-1,08;-1,53;-5,31;6,65;50,72013;53,15020;51,80;0,10;1;228,43;;
268267;17,80;-0,90;-0,18;-0,04;0,13;-1,08;-0,24;-3,97;9,22;50,72013;53,15020;51,80;0,10;1;228,43;;
268634;17,80;-0,95;-0,22;-0,04;0,12;-1,03;-3,48;-5,55;3,54;50,72013;53,15020;51,40;0,13;1;228,43;;
269000;17,81;-0,98;-0,22;-0,04;0,12;-1,02;-4,21;-7,45;1,95;50,72013;53,15020;51,40;0,13;1;228,43;;
269367;17,81;-0,99;-0,20;-0,04;0,10;-1,01;1,22;-6,90;-5,31;50,72013;53,15020;51,40;0,13;1;228,43;;
269733;17,79;-0,99;-0,14;-0,05;0,10;-1,03;0,06;-3,60;-3,54;50,72013;53,15020;51,20;0,55;1;228,98;;
270103;17,79;-1,00;-0,13;-0,06;0,10;-1,04;-0,79;-6,84;-4,39;50,72013;53,15020;51,20;0,55;1;228,98;;
270471;17,78;-1,00;-0,14;-0,03;0,12;-1,00;-2,08;-4,70;0,92;50,72013;53,15020;51,20;0,40;1;228,98;;
270837;17,78;-1,00;-0,14;-0,06;0,16;-1,06;-0,49;-3,85;-6,10;50,72013;53,15020;51,20;0,40;1;228,98;;
271203;17,78;-1,02;-0,13;-0,04;0,10;-1,04;2,20;-7,45;-4,70;50,72013;53,15020;51,20;0,40;1;228,98;;
271567;17,78;-1,05;-0,15;-0,03;0,14;-1,02;-5,49;-3,36;1,65;50,72013;53,15021;51,20;0,41;1;229,05;;
271938;17,77;-1,08;-0,14;-0,03;0,13;-1,03;3,23;-2,81;0,61;50,72013;53,15021;51,30;0,41;1;229,05;;
272305;17,76;-1,10;-0,12;-0,06;0,10;-1,01;-2,32;-6,47;8,73;50,72013;53,15021;51,30;0,41;1;229,05;;
272670;17,78;-1,12;-0,12;-0,02;0,10;-1,04;-0,24;-7,26;-0,67;50,72012;53,15021;51,20;0,07;1;229,20;;
273037;17,78;-1,14;-0,15;-0,06;0,11;-1,01;0,24;-9,03;-7,57;50,72012;53,15021;51,20;0,07;1;229,20;;
273402;17,78;-1,14;-0,14;-0,04;0,13;-0,97;-16,42;3,54;14,59;50,72012;53,15021;51,20;0,07;1;229,20;;
273773;17,77;-1,15;-0,16;-0,12;0,04;-1,07;-9,83;-0,37;2,01;50,72012;53,15021;51,10;0,04;1;229,20;;
274140;17,78;-1,19;-0,19;-0,09;0,06;-0,95;6,35;5,62;-78,98;50,72012;53,15021;51,10;0,04;1;229,20;;
274505;17,78;-1,17;-0,15;-0,19;0,23;-1,06;-3,85;-16,54;-1,10;50,72012;53,15021;51,10;0,05;1;229,20;;
274872;17,78;-1,14;-0,09;-0,06;0,14;-1,10;18,62;-0,61;61,52;50,72012;53,15021;50,90;0,05;1;229,20;;
275238;17,77;-1,10;-0,01;-0,10;0,16;-0,92;15,56;-33,08;60,36;50,72012;53,15021;50,90;0,05;1;229,20;;
275605;17,77;-1,13;-0,03;0,04;0,25;-1,16;-20,69;-15,75;13,79;50,72013;53,15020;50,90;0,21;1;229,12;;
275975;17,78;-1,14;-0,02;0,15;0,13;-1,04;-10,93;-11,54;27,04;50,72013;53,15020;50,90;0,21;1;229,12;;
276340;17,78;-1,13;0,01;0,10;0,11;-0,99;-1,83;-23,44;-30,82;50,72013;53,15020;50,90;0,21;1;229,12;;
276709;17,78;-1,16;-0,03;0,19;0,04;-0,92;-10,86;13,37;-6,16;50,72013;53,15021;51,10;0,06;1;229,12;;
277074;17,77;-1,12;0,04;0,09;0,07;-1,13;27,65;26,43;82,21;50,72013;53,15021;51,10;0,06;1;229,12;;
277441;17,77;-1,08;0,11;-0,34;0,10;-0,95;-3,48;13,55;91,31;50,72013;53,15021;51,10;0,06;1;229,12;;
277812;17,75;-1,03;0,14;-0,24;0,00;-1,10;20,57;-45,84;-3,30;50,72013;53,15021;50,90;0,09;1;229,05;;
278178;17,74;-1,00;0,14;-0,02;0,12;-1,02;6,35;-29,30;-31,68;50,72013;53,15021;50,90;0,09;1;229,05;;
278544;17,76;-0,95;0,14;0,09;0,16;-1,04;-6,10;1,10;-9,28;50,72013;53,15021;50,90;0,11;1;229,05;;
278913;17,77;-0,94;0,19;0,07;0,15;-0,96;4,70;0,92;1,10;50,72013;53,15021;50,90;0,11;1;229,05;;
279278;17,78;-0,91;0,22;-0,05;0,04;-0,93;-22,89;8,24;-22,40;50,72013;53,15021;50,90;0,11;1;229,05;;
279661;17,78;-0,92;0,20;-0,04;-0,02;-1,09;0,06;15,01;-66,35;50,72013;53,15020;50,90;0,39;1;228,98;;
280027;17,78;-0,93;0,23;-0,12;0,06;-1,06;-4,76;-13,24;1,53;50,72013;53,15020;50,90;0,39;1;228,98;;
280393;17,79;-0,96;0,16;-0,12;0,06;-1,07;-3,91;-12,08;-3,36;50,72013;53,15020;50,90;0,39;1;228,98;;
280760;17,79;-0,97;0,11;-0,08;0,02;-1,01;-1,28;-3,23;5,19;50,72013;53,15020;50,70;0,63;1;229,05;;
281125;17,78;-0,97;0,06;-0,07;0,02;-1,02;0,98;-9,46;-4,03;50,72013;53,15020;50,70;0,63;1;229,05;;
281495;17,77;-1,01;-0,01;-0,05;0,02;-1,04;-1,95;-8,67;0,43;50,72013;53,15020;50,70;0,45;1;229,12;;
281863;17,77;-1,02;-0,07;-0,07;0,02;-1,03;-7,08;-7,02;-4,58;50,72013;53,15020;50,60;0,45;1;229,12;;
282228;17,78;-1,04;-0,10;-0,07;0,03;-1,07;4,94;2,69;-10,99;50,72013;53,15020;50,60;0,45;1;229,12;;
282594;17,78;-1,04;-0,13;-0,03;0,05;-1,11;5,43;-6,23;-16,36;50,72013;53,15020;50,50;0,07;1;229,05;;
282961;17,78;-1,05;-0,13;-0,12;0,05;-1,02;-7,87;0,55;-13,73;50,72013;53,15020;50,50;0,07;1;229,05;;
283331;17,78;-1,10;-0,16;-0,11;0,02;-1,13;-4,58;1,65;0,55;50,72013;53,15020;50,50;0,07;1;229,05;;
283696;17,78;-1,12;-0,16;-0,12;0,06;-1,07;-0,79;-10,07;-2,01;50,72013;53,15020;50,40;0,05;1;228,50;;
284062;17,78;-1,14;-0,17;-0,12;0,05;-1,08;5,55;-10,38;-14,28;50,72013;53,15020;50,40;0,05;1;228,50;;
284430;17,78;-1,13;-0,16;-0,12;0,05;-1,06;2,56;-13,67;-6,10;50,72013;53,15020;50,40;0,05;1;228,50;;
284795;17,78;-1,13;-0,12;-0,11;0,05;-1,09;-3,85;-9,28;-4,70;50,72013;53,15020;50,40;0,03;1;228,50;;
285162;17,76;-1,11;-0,09;0,06;0,05;-1,16;14,65;-23,62;-62,87;50,72013;53,15020;50,40;0,03;1;228,50;;
285532;17,76;-1,09;-0,05;0,23;0,05;-0,98;-1,77;-6,59;16,05;50,72013;53,15020;50,40;0,08;1;228,43;;
285899;17,76;-1,07;-0,03;0,16;0,21;-1,00;62,32;-56,58;62,93;50,72013;53,15020;50,40;0,08;1;228,43;;
286266;17,77;-1,06;-0,01;0,38;0,62;-0,87;10,19;-26,98;31,68;50,72013;53,15020;50,40;0,08;1;228,43;;
286632;17,78;-1,06;0,04;0,09;0,63;-0,72;25,02;13,24;56,15;50,72013;53,15020;50,40;0,19;1;228,98;;
287000;17,78;-1,11;0,01;0,14;1,00;-0,53;25,02;-5,25;9,70;50,72013;53,15020;50,40;0,19;1;228,98;;
287369;17,77;-1,12;0,02;0,06;0,87;-0,57;-1,40;-13,00;-0,61;50,72013;53,15020;50,40;0,19;1;228,98;;
287735;17,77;-1,12;0,01;0,13;0,82;-0,52;1,10;-2,14;-2,87;50,72014;53,15020;50,40;0,24;1;228,90;;
288102;17,77;-1,06;0,07;0,15;0,82;-0,63;1,77;-7,20;8,48;50,72014;53,15020;50,40;0,24;1;228,90;;
288467;17,78;-1,07;0,04;0,03;0,78;-0,61;-16,91;-4,58;12,39;50,72014;53,15020;50,40;0,24;1;228,90;;
288833;17,78;-1,06;0,04;0,00;0,76;-0,67;2,93;-3,30;1,83;50,72013;53,15020;50,40;0,10;1;228,98;;
289203;17,78;-1,02;0,05;-0,00;0,83;-0,65;-4,21;-6,10;6,59;50,72013;53,15020;50,40;0,10;1;228,98;;
289568;17,78;-1,00;0,06;0,01;0,76;-0,69;-5,07;-7,26;-1,34;50,72013;53,15020;50,40;0,52;1;228,43;;
289936;17,78;-1,00;0,06;-0,02;0,75;-0,66;-9,89;-5,19;2,81;50,72013;53,15020;50,40;0,52;1;228,43;;
290301;17,78;-1,00;0,11;-0,00;0,76;-0,64;-2,32;-4,39;-0,31;50,72013;53,15020;50,40;0,52;1;228,43;;
